config,qid,citation_precision,bibliography_match_rate,orphan_rate,total_citations,bibliography_entries,candidate_pool_size,path
M1,Q54,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q54_method1_exp_20260413_000622.md
M1,Q55,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method1\Q55_method1_exp_20260413_000801.md
M1,Q56,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method1\Q56_method1_exp_20260413_000941.md
M1,Q57,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q57_method1_exp_20260413_001151.md
M1,Q58,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method1\Q58_method1_exp_20260413_001349.md
M1,Q59,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q59_method1_exp_20260413_001511.md
M1,Q60,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method1\Q60_method1_exp_20260413_001702.md
M2a,Q01,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q01_method2a_exp_20260412_224523.md
M2a,Q02,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q02_method2a_exp_20260412_224825.md
M2a,Q03,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q03_method2a_exp_20260412_225122.md
M2a,Q04,0.375,0.42857142857142855,0.625,8,7,8,data\expanded_outputs\method2a\Q04_method2a_exp_20260412_225402.md
M2a,Q05,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q05_method2a_exp_20260412_225644.md
M2a,Q61,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q061_method2a_exp_20260413_082512.md
M2a,Q62,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q062_method2a_exp_20260413_082720.md
M2a,Q63,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q063_method2a_exp_20260413_082933.md
M2a,Q64,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q064_method2a_exp_20260413_083202.md
M2a,Q65,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q065_method2a_exp_20260413_083438.md
M2a,Q66,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q066_method2a_exp_20260413_083702.md
M2a,Q67,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q067_method2a_exp_20260413_083903.md
M2a,Q68,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q068_method2a_exp_20260413_084110.md
M2a,Q69,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q069_method2a_exp_20260413_084312.md
M2a,Q06,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2a\Q06_method2a_exp_20260412_225938.md
M2a,Q70,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q070_method2a_exp_20260413_084455.md
M2a,Q71,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q071_method2a_exp_20260413_084712.md
M2a,Q72,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q072_method2a_exp_20260413_084953.md
M2a,Q73,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2a\Q073_method2a_exp_20260413_085205.md
M2a,Q74,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q074_method2a_exp_20260413_085409.md
M2a,Q75,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q075_method2a_exp_20260413_085615.md
M2a,Q76,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q076_method2a_exp_20260413_085839.md
M2a,Q77,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q077_method2a_exp_20260413_090101.md
M2a,Q78,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q078_method2a_exp_20260413_090340.md
M2a,Q79,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2a\Q079_method2a_exp_20260413_090609.md
M2a,Q07,0.6,0.625,0.625,5,8,8,data\expanded_outputs\method2a\Q07_method2a_exp_20260412_230219.md
M2a,Q80,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q080_method2a_exp_20260413_090831.md
M2a,Q81,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q081_method2a_exp_20260413_091049.md
M2a,Q82,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q082_method2a_exp_20260413_091320.md
M2a,Q83,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q083_method2a_exp_20260413_091551.md
M2a,Q84,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q084_method2a_exp_20260413_091825.md
M2a,Q85,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q085_method2a_exp_20260413_092102.md
M2a,Q86,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q086_method2a_exp_20260413_092331.md
M2a,Q87,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q087_method2a_exp_20260413_092603.md
M2a,Q88,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q088_method2a_exp_20260413_092819.md
M2a,Q89,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q089_method2a_exp_20260413_093041.md
M2a,Q08,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q08_method2a_exp_20260412_230522.md
M2a,Q90,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method2a\Q090_method2a_exp_20260413_093318.md
M2a,Q91,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q091_method2a_exp_20260413_093525.md
M2a,Q92,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q092_method2a_exp_20260413_093744.md
M2a,Q93,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q093_method2a_exp_20260413_094100.md
M2a,Q94,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q094_method2a_exp_20260413_094349.md
M2a,Q95,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q095_method2a_exp_20260413_094642.md
M2a,Q96,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2a\Q096_method2a_exp_20260413_121456.md
M2a,Q97,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q097_method2a_exp_20260413_095300.md
M2a,Q98,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q098_method2a_exp_20260413_095557.md
M2a,Q99,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q099_method2a_exp_20260413_095845.md
M2a,Q09,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q09_method2a_exp_20260412_230907.md
M2a,Q100,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2a\Q100_method2a_exp_20260413_100119.md
M2a,Q101,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q101_method2a_exp_20260413_100409.md
M2a,Q102,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q102_method2a_exp_20260413_100718.md
M2a,Q103,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q103_method2a_exp_20260413_101028.md
M2a,Q104,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q104_method2a_exp_20260413_101306.md
M2a,Q105,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q105_method2a_exp_20260413_101559.md
M2a,Q106,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q106_method2a_exp_20260413_101841.md
M2a,Q107,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q107_method2a_exp_20260413_102123.md
M2a,Q108,0.25,0.25,0.75,8,8,8,data\expanded_outputs\method2a\Q108_method2a_exp_20260413_102355.md
M2a,Q109,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q109_method2a_exp_20260413_102730.md
M2a,Q10,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q10_method2a_exp_20260412_231251.md
M2a,Q110,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q110_method2a_exp_20260413_103027.md
M2a,Q111,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q111_method2a_exp_20260413_103355.md
M2a,Q112,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q112_method2a_exp_20260413_103653.md
M2a,Q113,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q113_method2a_exp_20260413_104028.md
M2a,Q114,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q114_method2a_exp_20260413_104316.md
M2a,Q115,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q115_method2a_exp_20260413_104600.md
M2a,Q116,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q116_method2a_exp_20260413_104952.md
M2a,Q117,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q117_method2a_exp_20260413_105304.md
M2a,Q118,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2a\Q118_method2a_exp_20260413_105529.md
M2a,Q119,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q119_method2a_exp_20260413_105832.md
M2a,Q11,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q11_method2a_exp_20260412_231540.md
M2a,Q120,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q120_method2a_exp_20260413_110153.md
M2a,Q121,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q121_method2a_exp_20260413_110451.md
M2a,Q122,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q122_method2a_exp_20260413_110801.md
M2a,Q123,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q123_method2a_exp_20260413_111045.md
M2a,Q124,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q124_method2a_exp_20260413_111357.md
M2a,Q125,0.875,0.875,0.125,8,8,8,data\expanded_outputs\method2a\Q125_method2a_exp_20260413_111643.md
M2a,Q126,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q126_method2a_exp_20260413_111940.md
M2a,Q127,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q127_method2a_exp_20260413_112247.md
M2a,Q128,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q128_method2a_exp_20260413_112554.md
M2a,Q129,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q129_method2a_exp_20260413_112850.md
M2a,Q12,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q12_method2a_exp_20260412_231841.md
M2a,Q130,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q130_method2a_exp_20260413_113201.md
M2a,Q131,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q131_method2a_exp_20260413_113511.md
M2a,Q132,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q132_method2a_exp_20260413_113820.md
M2a,Q133,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q133_method2a_exp_20260413_114122.md
M2a,Q134,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q134_method2a_exp_20260413_115521.md
M2a,Q135,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q135_method2a_exp_20260413_115833.md
M2a,Q136,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q136_method2a_exp_20260413_120220.md
M2a,Q137,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q137_method2a_exp_20260413_120148.md
M2a,Q138,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q138_method2a_exp_20260413_120557.md
M2a,Q139,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q139_method2a_exp_20260413_120842.md
M2a,Q13,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q13_method2a_exp_20260412_232121.md
M2a,Q140,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q140_method2a_exp_20260413_121159.md
M2a,Q141,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q141_method2a_exp_20260413_121727.md
M2a,Q142,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q142_method2a_exp_20260413_122015.md
M2a,Q143,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q143_method2a_exp_20260413_122300.md
M2a,Q144,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q144_method2a_exp_20260413_122538.md
M2a,Q145,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q145_method2a_exp_20260413_122821.md
M2a,Q146,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q146_method2a_exp_20260413_123123.md
M2a,Q147,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q147_method2a_exp_20260413_123425.md
M2a,Q148,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q148_method2a_exp_20260413_123602.md
M2a,Q149,1.0,1.0,0.0,8,8,8,data\expanded_outputs\method2a\Q149_method2a_exp_20260413_125521.md
M2a,Q14,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q14_method2a_exp_20260412_232433.md
M2a,Q150,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q150_method2a_exp_20260413_125812.md
M2a,Q151,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q151_method2a_exp_20260413_130116.md
M2a,Q152,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q152_method2a_exp_20260413_130442.md
M2a,Q153,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q153_method2a_exp_20260413_130744.md
M2a,Q154,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q154_method2a_exp_20260413_131055.md
M2a,Q155,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q155_method2a_exp_20260413_131358.md
M2a,Q156,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q156_method2a_exp_20260413_131430.md
M2a,Q157,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q157_method2a_exp_20260413_131725.md
M2a,Q158,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q158_method2a_exp_20260413_132019.md
M2a,Q159,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q159_method2a_exp_20260413_132328.md
M2a,Q15,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q15_method2a_exp_20260412_232727.md
M2a,Q160,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q160_method2a_exp_20260413_132638.md
M2a,Q161,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q161_method2a_exp_20260413_132945.md
M2a,Q162,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q162_method2a_exp_20260413_133253.md
M2a,Q163,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q163_method2a_exp_20260413_133544.md
M2a,Q164,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q164_method2a_exp_20260413_133853.md
M2a,Q165,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q165_method2a_exp_20260413_134154.md
M2a,Q166,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q166_method2a_exp_20260413_134430.md
M2a,Q167,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q167_method2a_exp_20260413_134722.md
M2a,Q168,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q168_method2a_exp_20260413_135019.md
M2a,Q169,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q169_method2a_exp_20260413_135305.md
M2a,Q16,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q16_method2a_exp_20260412_233023.md
M2a,Q170,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q170_method2a_exp_20260413_135532.md
M2a,Q171,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q171_method2a_exp_20260413_135817.md
M2a,Q172,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q172_method2a_exp_20260413_140104.md
M2a,Q173,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q173_method2a_exp_20260413_140428.md
M2a,Q174,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q174_method2a_exp_20260413_140723.md
M2a,Q175,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q175_method2a_exp_20260413_141101.md
M2a,Q176,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q176_method2a_exp_20260413_141427.md
M2a,Q177,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q177_method2a_exp_20260413_141738.md
M2a,Q178,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q178_method2a_exp_20260413_142018.md
M2a,Q179,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q179_method2a_exp_20260413_142302.md
M2a,Q17,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q17_method2a_exp_20260412_233308.md
M2a,Q180,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q180_method2a_exp_20260413_142532.md
M2a,Q181,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q181_method2a_exp_20260413_142841.md
M2a,Q182,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q182_method2a_exp_20260413_143116.md
M2a,Q183,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q183_method2a_exp_20260413_143412.md
M2a,Q184,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q184_method2a_exp_20260413_143701.md
M2a,Q185,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q185_method2a_exp_20260413_143945.md
M2a,Q186,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q186_method2a_exp_20260413_144251.md
M2a,Q187,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q187_method2a_exp_20260413_144524.md
M2a,Q188,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q188_method2a_exp_20260413_144744.md
M2a,Q189,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q189_method2a_exp_20260413_145025.md
M2a,Q18,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q18_method2a_exp_20260412_233619.md
M2a,Q190,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q190_method2a_exp_20260413_145307.md
M2a,Q191,0.375,0.375,0.625,8,8,8,data\expanded_outputs\method2a\Q191_method2a_exp_20260413_145544.md
M2a,Q192,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q192_method2a_exp_20260413_145828.md
M2a,Q193,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q193_method2a_exp_20260413_150116.md
M2a,Q194,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q194_method2a_exp_20260413_150425.md
M2a,Q195,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q195_method2a_exp_20260413_150728.md
M2a,Q196,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q196_method2a_exp_20260413_152901.md
M2a,Q197,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q197_method2a_exp_20260413_154006.md
M2a,Q198,0.625,0.625,0.375,8,8,8,data\expanded_outputs\method2a\Q198_method2a_exp_20260413_153319.md
M2a,Q199,0.5,0.5,0.5,8,8,8,data\expanded_outputs\method2a\Q199_method2a_exp_20260413_153627.md
M2a,Q19,0.75,0.75,0.25,8,8,8,data\expanded_outputs\method2a\Q19_method2a_exp_20260412_233923.md
